fund_name,position,allocation_pct,profit_pct,investment_date,avg_price,liquid_position,quote_date,currency,class
Riza Lotus Plus Advisory FIC FIRF REF DI CP,96178.73,30.80812989171206,15.505919726529083,2021-04-22,83267.36,93273.67175,2024-04-04,BRL,funds
Brave I FIC FIM CP,72567.43,23.24491921808203,19.08010845419945,2021-04-22,60940.01,69951.26049999999,2024-04-04,BRL,funds
Trend Investback FIC FIRF Simples,305.44,0.09783904605648808,16.008963500322835,2022-11-02,263.29,295.95625,2024-05-04,BRL,funds
Truxt Long Bias Advisory FIC FIM,12522.05,4.01108376987836,-12.125964912280708,2022-11-02,14250.0,12910.838749999999,2024-04-04,BRL,funds
STK Long Biased FIC FIA,9745.97,3.1218452321082735,-14.509035087719301,2023-11-09,11400.0,10118.12675,2024-04-04,BRL,funds
Constellation Institucional Advisory FIC FIA,8475.02,2.7147324257126035,-25.657719298245606,2023-11-09,11400.0,9133.1405,2024-04-04,BRL,funds
Ibiuna Hedge ST Advisory FIC FIM,11601.02,3.7160579167176513,33.73689119039578,2023-11-09,8674.51,10942.555250000001,2024-04-04,BRL,funds
