fund,date,proxy_return
Constellation Institucional Advisory FIC FIA,2023-04-04,3.122253698820496
Constellation Institucional Advisory FIC FIA,2023-04-05,3.0971251119937278
Constellation Institucional Advisory FIC FIA,2023-04-06,2.880800211667166
Constellation Institucional Advisory FIC FIA,2023-04-10,2.8460298786705374
Constellation Institucional Advisory FIC FIA,2023-04-11,2.8709411441883432
Constellation Institucional Advisory FIC FIA,2023-04-12,2.8856241699109306
Constellation Institucional Advisory FIC FIA,2023-04-13,2.888813409624652
Constellation Institucional Advisory FIC FIA,2023-04-14,2.9158768426926573
Constellation Institucional Advisory FIC FIA,2023-04-17,3.0415053411514443
Constellation Institucional Advisory FIC FIA,2023-04-18,2.9923841690668196
Constellation Institucional Advisory FIC FIA,2023-04-19,3.0149611530550615
Constellation Institucional Advisory FIC FIA,2023-04-20,3.0542142681934576
Constellation Institucional Advisory FIC FIA,2023-04-24,3.0915855097718428
Constellation Institucional Advisory FIC FIA,2023-04-25,3.0545520839568723
Constellation Institucional Advisory FIC FIA,2023-04-26,2.9772863203523907
Constellation Institucional Advisory FIC FIA,2023-04-27,3.1009871985232595
Constellation Institucional Advisory FIC FIA,2023-04-28,3.11335005786359
Constellation Institucional Advisory FIC FIA,2023-05-02,3.0940402624046075
Constellation Institucional Advisory FIC FIA,2023-05-03,2.96284243264449
Constellation Institucional Advisory FIC FIA,2023-05-04,2.8973163082533215
Constellation Institucional Advisory FIC FIA,2023-05-05,2.845336556860844
Constellation Institucional Advisory FIC FIA,2023-05-08,2.7728807556519186
Constellation Institucional Advisory FIC FIA,2023-05-09,2.7176796221787445
Constellation Institucional Advisory FIC FIA,2023-05-10,2.740999543589157
Constellation Institucional Advisory FIC FIA,2023-05-11,2.6901783774371286
Constellation Institucional Advisory FIC FIA,2023-05-12,2.7360912383465084
Constellation Institucional Advisory FIC FIA,2023-05-15,2.642192980004289
Constellation Institucional Advisory FIC FIA,2023-05-16,2.602947510986863
Constellation Institucional Advisory FIC FIA,2023-05-17,2.5704030990060227
Constellation Institucional Advisory FIC FIA,2023-05-18,2.5902186651194983
Constellation Institucional Advisory FIC FIA,2023-05-19,2.62252042193932
Constellation Institucional Advisory FIC FIA,2023-05-22,2.682460527017913
Constellation Institucional Advisory FIC FIA,2023-05-23,2.539614670198786
Constellation Institucional Advisory FIC FIA,2023-05-24,2.527249442665285
Constellation Institucional Advisory FIC FIA,2023-05-25,2.5592619853893894
Constellation Institucional Advisory FIC FIA,2023-05-26,2.628062521563056
Constellation Institucional Advisory FIC FIA,2023-05-29,2.661132095302884
Constellation Institucional Advisory FIC FIA,2023-05-30,2.535540838590868
Constellation Institucional Advisory FIC FIA,2023-05-31,2.4841854903627287
Constellation Institucional Advisory FIC FIA,2023-06-01,2.4810214334275495
Constellation Institucional Advisory FIC FIA,2023-06-02,2.3935257159691123
Constellation Institucional Advisory FIC FIA,2023-06-05,2.3586659722190886
Constellation Institucional Advisory FIC FIA,2023-06-06,2.3155878458138175
Constellation Institucional Advisory FIC FIA,2023-06-07,2.2758990226377542
Constellation Institucional Advisory FIC FIA,2023-06-09,2.355546677025737
Constellation Institucional Advisory FIC FIA,2023-06-12,2.2986405743048697
Constellation Institucional Advisory FIC FIA,2023-06-13,2.274001411306879
Constellation Institucional Advisory FIC FIA,2023-06-14,2.3129345594724016
Constellation Institucional Advisory FIC FIA,2023-06-15,2.2854375081875156
Constellation Institucional Advisory FIC FIA,2023-06-16,2.2346678965929323
Constellation Institucional Advisory FIC FIA,2023-06-19,2.192221189695642
Constellation Institucional Advisory FIC FIA,2023-06-20,2.2594547733847694
Constellation Institucional Advisory FIC FIA,2023-06-21,2.1887528948806807
Constellation Institucional Advisory FIC FIA,2023-06-22,2.28306135054877
Constellation Institucional Advisory FIC FIA,2023-06-23,2.332377819240156
Constellation Institucional Advisory FIC FIA,2023-06-26,2.302331937329201
Constellation Institucional Advisory FIC FIA,2023-06-27,2.214957125356829
Constellation Institucional Advisory FIC FIA,2023-06-28,2.1590022339822847
Constellation Institucional Advisory FIC FIA,2023-06-29,2.076898352140495
Constellation Institucional Advisory FIC FIA,2023-06-30,2.0766212416951215
Constellation Institucional Advisory FIC FIA,2023-07-03,2.005456460843767
Constellation Institucional Advisory FIC FIA,2023-07-04,2.123380512969364
Constellation Institucional Advisory FIC FIA,2023-07-05,2.0425154359661923
Constellation Institucional Advisory FIC FIA,2023-07-06,2.120869630161101
Constellation Institucional Advisory FIC FIA,2023-07-07,2.1284527668550237
Constellation Institucional Advisory FIC FIA,2023-07-10,2.108060325526061
Constellation Institucional Advisory FIC FIA,2023-07-11,2.0605080484962426
Constellation Institucional Advisory FIC FIA,2023-07-12,2.1646852934174006
Constellation Institucional Advisory FIC FIA,2023-07-13,2.078875456110613
Constellation Institucional Advisory FIC FIA,2023-07-14,2.070453795509167
Constellation Institucional Advisory FIC FIA,2023-07-17,2.073534550926129
Constellation Institucional Advisory FIC FIA,2023-07-18,2.046909163377697
Constellation Institucional Advisory FIC FIA,2023-07-19,1.94698119733078
Constellation Institucional Advisory FIC FIA,2023-07-20,1.9331063107375082
Constellation Institucional Advisory FIC FIA,2023-07-21,1.9550806950728128
Constellation Institucional Advisory FIC FIA,2023-07-24,1.928587448175205
Constellation Institucional Advisory FIC FIA,2023-07-25,2.0143034583168395
Constellation Institucional Advisory FIC FIA,2023-07-26,1.967383925346666
Constellation Institucional Advisory FIC FIA,2023-07-27,1.9227643848929514
Constellation Institucional Advisory FIC FIA,2023-07-28,1.944560563026119
Constellation Institucional Advisory FIC FIA,2023-07-31,1.9768399675209651
Constellation Institucional Advisory FIC FIA,2023-08-01,1.9179156959516837
Constellation Institucional Advisory FIC FIA,2023-08-02,1.9446391766299185
Constellation Institucional Advisory FIC FIA,2023-08-03,1.908984506579897
Constellation Institucional Advisory FIC FIA,2023-08-04,1.9103140498177489
Constellation Institucional Advisory FIC FIA,2023-08-07,1.9543293260186383
Constellation Institucional Advisory FIC FIA,2023-08-08,1.9475009980885039
Constellation Institucional Advisory FIC FIA,2023-08-09,1.996433644274858
Constellation Institucional Advisory FIC FIA,2023-08-10,2.0272654282975977
Constellation Institucional Advisory FIC FIA,2023-08-11,2.0737422107114543
Constellation Institucional Advisory FIC FIA,2023-08-14,2.150272053503292
Constellation Institucional Advisory FIC FIA,2023-08-15,2.243805499184759
Constellation Institucional Advisory FIC FIA,2023-08-16,2.184539235828786
Constellation Institucional Advisory FIC FIA,2023-08-17,2.214180589737814
Constellation Institucional Advisory FIC FIA,2023-08-18,2.11793737381995
Constellation Institucional Advisory FIC FIA,2023-08-21,2.022733088400993
Constellation Institucional Advisory FIC FIA,2023-08-22,2.082611332815723
Constellation Institucional Advisory FIC FIA,2023-08-23,2.170635897657799
Constellation Institucional Advisory FIC FIA,2023-08-24,2.1514696935719524
Constellation Institucional Advisory FIC FIA,2023-08-25,2.0937675927596833
Constellation Institucional Advisory FIC FIA,2023-08-28,2.1105216181597357
Constellation Institucional Advisory FIC FIA,2023-08-29,2.18347707979457
Constellation Institucional Advisory FIC FIA,2023-08-30,2.0954591633343447
Constellation Institucional Advisory FIC FIA,2023-08-31,2.110068113844235
Constellation Institucional Advisory FIC FIA,2023-09-01,2.164431267667497
Constellation Institucional Advisory FIC FIA,2023-09-04,2.235838853587172
Constellation Institucional Advisory FIC FIA,2023-09-05,2.2455276525472567
Constellation Institucional Advisory FIC FIA,2023-09-06,2.173377717124894
Constellation Institucional Advisory FIC FIA,2023-09-08,2.0912236562472204
Constellation Institucional Advisory FIC FIA,2023-09-11,2.027594560078402
Constellation Institucional Advisory FIC FIA,2023-09-12,2.0227727100738604
Constellation Institucional Advisory FIC FIA,2023-09-13,2.04526132810165
Constellation Institucional Advisory FIC FIA,2023-09-14,2.1246296604778654
Constellation Institucional Advisory FIC FIA,2023-09-15,2.200819651722741
Constellation Institucional Advisory FIC FIA,2023-09-18,2.199108704938618
Constellation Institucional Advisory FIC FIA,2023-09-19,2.3267188130716914
Constellation Institucional Advisory FIC FIA,2023-09-20,2.3534085565517526
Constellation Institucional Advisory FIC FIA,2023-09-21,2.334146898014024
Constellation Institucional Advisory FIC FIA,2023-09-22,2.420259298138222
Constellation Institucional Advisory FIC FIA,2023-09-25,2.436077934207679
Constellation Institucional Advisory FIC FIA,2023-09-26,2.339210727402771
Constellation Institucional Advisory FIC FIA,2023-09-27,2.2977962818680417
Constellation Institucional Advisory FIC FIA,2023-09-28,2.3677424973947536
Constellation Institucional Advisory FIC FIA,2023-09-29,2.4986071020468805
Constellation Institucional Advisory FIC FIA,2023-10-02,2.4425707303999684
Constellation Institucional Advisory FIC FIA,2023-10-03,2.4637458781491612
Constellation Institucional Advisory FIC FIA,2023-10-04,2.4667106956786573
Constellation Institucional Advisory FIC FIA,2023-10-05,2.422303896585847
Constellation Institucional Advisory FIC FIA,2023-10-06,2.3310021806219066
Constellation Institucional Advisory FIC FIA,2023-10-09,2.3395244496669503
Constellation Institucional Advisory FIC FIA,2023-10-10,2.457663161583105
Constellation Institucional Advisory FIC FIA,2023-10-11,2.461034948354389
Constellation Institucional Advisory FIC FIA,2023-10-13,2.5036979933324397
Constellation Institucional Advisory FIC FIA,2023-10-16,2.6542104594210256
Constellation Institucional Advisory FIC FIA,2023-10-17,2.6352832492770073
Constellation Institucional Advisory FIC FIA,2023-10-18,2.6448405557773635
Constellation Institucional Advisory FIC FIA,2023-10-19,2.57863791564959
Constellation Institucional Advisory FIC FIA,2023-10-20,2.5494326753090846
Constellation Institucional Advisory FIC FIA,2023-10-23,2.619215040910066
Constellation Institucional Advisory FIC FIA,2023-10-24,2.5215947009852933
Constellation Institucional Advisory FIC FIA,2023-10-25,2.6269695486002456
Constellation Institucional Advisory FIC FIA,2023-10-26,2.6855705938914447
Constellation Institucional Advisory FIC FIA,2023-10-27,2.6402262903106086
Constellation Institucional Advisory FIC FIA,2023-10-30,2.5534558277095494
Constellation Institucional Advisory FIC FIA,2023-10-31,2.335593677901669
Constellation Institucional Advisory FIC FIA,2023-11-01,2.3596803470764636
Constellation Institucional Advisory FIC FIA,2023-11-03,2.2630882130774976
Constellation Institucional Advisory FIC FIA,2023-11-06,2.2335121647931526
Constellation Institucional Advisory FIC FIA,2023-11-07,2.2648686018704733
Constellation Institucional Advisory FIC FIA,2023-11-08,2.132766371909462
Constellation Institucional Advisory FIC FIA,2023-11-09,2.1495140575310066
Constellation Institucional Advisory FIC FIA,2023-11-10,2.0264446185844807
Constellation Institucional Advisory FIC FIA,2023-11-13,1.9580632540628766
Constellation Institucional Advisory FIC FIA,2023-11-14,1.9766321328908467
Constellation Institucional Advisory FIC FIA,2023-11-16,1.9577960705242843
Constellation Institucional Advisory FIC FIA,2023-11-17,2.0000882206165334
Constellation Institucional Advisory FIC FIA,2023-11-20,1.9577152811407734
Constellation Institucional Advisory FIC FIA,2023-11-21,1.928620833021437
Constellation Institucional Advisory FIC FIA,2023-11-22,1.9741143388426583
Constellation Institucional Advisory FIC FIA,2023-11-23,1.9353020376869317
Constellation Institucional Advisory FIC FIA,2023-11-24,1.9179883903738526
Constellation Institucional Advisory FIC FIA,2023-11-27,1.916094364062965
Constellation Institucional Advisory FIC FIA,2023-11-28,1.8849033244224753
Constellation Institucional Advisory FIC FIA,2023-11-29,1.8792029942312212
Constellation Institucional Advisory FIC FIA,2023-11-30,1.9267604238197469
Constellation Institucional Advisory FIC FIA,2023-12-01,1.8913626587659689
Constellation Institucional Advisory FIC FIA,2023-12-04,1.9412992438356569
Constellation Institucional Advisory FIC FIA,2023-12-05,1.8995859800464645
Constellation Institucional Advisory FIC FIA,2023-12-06,1.875126631750216
Constellation Institucional Advisory FIC FIA,2023-12-07,1.8776234796059164
Constellation Institucional Advisory FIC FIA,2023-12-08,1.9070245456676387
Constellation Institucional Advisory FIC FIA,2023-12-11,1.743176042431177
Constellation Institucional Advisory FIC FIA,2023-12-12,1.6605474020277895
Constellation Institucional Advisory FIC FIA,2023-12-13,1.7180509037861906
Constellation Institucional Advisory FIC FIA,2023-12-14,1.6838288863632265
Constellation Institucional Advisory FIC FIA,2023-12-15,1.6511832677664438
Constellation Institucional Advisory FIC FIA,2023-12-18,1.7255334160539586
Constellation Institucional Advisory FIC FIA,2023-12-19,1.6946552863836104
Constellation Institucional Advisory FIC FIA,2023-12-20,1.6955310220537745
Constellation Institucional Advisory FIC FIA,2023-12-21,1.6761162468667226
Constellation Institucional Advisory FIC FIA,2023-12-22,1.6328441034921888
Constellation Institucional Advisory FIC FIA,2023-12-26,1.6303358611495407
Constellation Institucional Advisory FIC FIA,2023-12-27,1.6377485259332158
Constellation Institucional Advisory FIC FIA,2023-12-28,1.7401084060831833
Constellation Institucional Advisory FIC FIA,2024-01-02,1.759536166458665
Constellation Institucional Advisory FIC FIA,2024-01-03,1.8332844732465914
Constellation Institucional Advisory FIC FIA,2024-01-04,1.7758147362585983
Constellation Institucional Advisory FIC FIA,2024-01-05,1.6934028184146828
Constellation Institucional Advisory FIC FIA,2024-01-08,1.7011038686919626
Constellation Institucional Advisory FIC FIA,2024-01-09,1.6831195087737734
Constellation Institucional Advisory FIC FIA,2024-01-10,1.7282265043408076
Constellation Institucional Advisory FIC FIA,2024-01-11,1.6778162340309566
Constellation Institucional Advisory FIC FIA,2024-01-12,1.6490512843361982
Constellation Institucional Advisory FIC FIA,2024-01-15,1.7101729642025947
Constellation Institucional Advisory FIC FIA,2024-01-16,1.7457270209915785
Constellation Institucional Advisory FIC FIA,2024-01-17,1.8196949242450504
Constellation Institucional Advisory FIC FIA,2024-01-18,1.7691926622038876
Constellation Institucional Advisory FIC FIA,2024-01-19,1.8159322411080063
Constellation Institucional Advisory FIC FIA,2024-01-22,1.7889233205632622
Constellation Institucional Advisory FIC FIA,2024-01-23,1.798131420752405
Constellation Institucional Advisory FIC FIA,2024-01-24,1.7781484670142167
Constellation Institucional Advisory FIC FIA,2024-01-25,1.7519511408229695
Constellation Institucional Advisory FIC FIA,2024-01-26,1.7705405325237162
Constellation Institucional Advisory FIC FIA,2024-01-29,1.8745916314150808
Constellation Institucional Advisory FIC FIA,2024-01-30,1.8465723108062968
Constellation Institucional Advisory FIC FIA,2024-01-31,1.785724068773973
Constellation Institucional Advisory FIC FIA,2024-02-01,1.797406346342473
Constellation Institucional Advisory FIC FIA,2024-02-02,1.7979602866218753
Constellation Institucional Advisory FIC FIA,2024-02-05,1.7374229879300955
Constellation Institucional Advisory FIC FIA,2024-02-06,1.6974211556066585
Constellation Institucional Advisory FIC FIA,2024-02-07,1.827124123448645
Constellation Institucional Advisory FIC FIA,2024-02-08,1.8062300531596804
Constellation Institucional Advisory FIC FIA,2024-02-09,1.842684007082594
Constellation Institucional Advisory FIC FIA,2024-02-14,1.7811453243131132
Constellation Institucional Advisory FIC FIA,2024-02-15,1.795167245168743
Constellation Institucional Advisory FIC FIA,2024-02-16,1.7700397910254335
Constellation Institucional Advisory FIC FIA,2024-02-19,1.719716712025191
Constellation Institucional Advisory FIC FIA,2024-02-20,1.7372730447299882
Constellation Institucional Advisory FIC FIA,2024-02-21,1.7053433259533177
Constellation Institucional Advisory FIC FIA,2024-02-22,1.79655713739258
Constellation Institucional Advisory FIC FIA,2024-02-23,1.7887486629689304
Constellation Institucional Advisory FIC FIA,2024-02-26,1.7418371644390649
Constellation Institucional Advisory FIC FIA,2024-02-27,1.7908270510296922
Constellation Institucional Advisory FIC FIA,2024-02-28,1.8221148980345439
Constellation Institucional Advisory FIC FIA,2024-02-29,1.8119857428922825
Constellation Institucional Advisory FIC FIA,2024-03-01,1.8735501273847366
Constellation Institucional Advisory FIC FIA,2024-03-04,1.9065536667506688
Constellation Institucional Advisory FIC FIA,2024-03-05,1.8650293919836534
Constellation Institucional Advisory FIC FIA,2024-03-06,1.8808087099374657
Constellation Institucional Advisory FIC FIA,2024-03-07,1.8954559023244
Constellation Institucional Advisory FIC FIA,2024-03-08,1.8983402595281131
Constellation Institucional Advisory FIC FIA,2024-03-11,1.8229135550386462
Constellation Institucional Advisory FIC FIA,2024-03-12,1.7904815377470884
Constellation Institucional Advisory FIC FIA,2024-03-13,1.791346628316561
Constellation Institucional Advisory FIC FIA,2024-03-14,1.8350118538551732
Constellation Institucional Advisory FIC FIA,2024-03-15,1.8620242357222228
Constellation Institucional Advisory FIC FIA,2024-03-18,1.8322811237240457
Constellation Institucional Advisory FIC FIA,2024-03-19,1.764787744661832
Constellation Institucional Advisory FIC FIA,2024-03-20,1.7702590331004964
Constellation Institucional Advisory FIC FIA,2024-03-21,1.8227699629153
Constellation Institucional Advisory FIC FIA,2024-03-22,1.8336349626755384
Constellation Institucional Advisory FIC FIA,2024-03-25,1.836426768219158
Constellation Institucional Advisory FIC FIA,2024-03-26,1.8322625286744807
Constellation Institucional Advisory FIC FIA,2024-03-27,1.830326827019605
Constellation Institucional Advisory FIC FIA,2024-03-28,1.9002639964678596
Constellation Institucional Advisory FIC FIA,2024-04-01,1.8954329753046
Constellation Institucional Advisory FIC FIA,2024-04-02,1.9111545356879382
Constellation Institucional Advisory FIC FIA,2024-04-03,1.8822488643318402
Constellation Institucional Advisory FIC FIA,2024-04-04,1.8929368645485503
Constellation Institucional Advisory FIC FIA,2024-04-05,1.8518511816693406
Ibiuna Hedge ST Advisory FIC FIM,2021-01-04,0.018167530502559027
Ibiuna Hedge ST Advisory FIC FIM,2021-01-05,0.048570703065578584
Ibiuna Hedge ST Advisory FIC FIM,2021-01-06,0.019768586920777674
Ibiuna Hedge ST Advisory FIC FIM,2021-01-07,0.015352458162329871
Ibiuna Hedge ST Advisory FIC FIM,2021-01-08,0.022873430627983044
Ibiuna Hedge ST Advisory FIC FIM,2021-01-11,0.04355307526105199
Ibiuna Hedge ST Advisory FIC FIM,2021-01-12,0.04841677485961999
Ibiuna Hedge ST Advisory FIC FIM,2021-01-13,0.02031683440544132
Ibiuna Hedge ST Advisory FIC FIM,2021-01-14,0.010693080185433032
Ibiuna Hedge ST Advisory FIC FIM,2021-01-15,0.007242169483257502
Ibiuna Hedge ST Advisory FIC FIM,2021-01-18,-0.04172407352133376
Ibiuna Hedge ST Advisory FIC FIM,2021-01-19,-0.037971714934668416
Ibiuna Hedge ST Advisory FIC FIM,2021-01-20,-0.059100938740909645
Ibiuna Hedge ST Advisory FIC FIM,2021-01-21,-0.04233732241416903
Ibiuna Hedge ST Advisory FIC FIM,2021-01-22,-0.015160019077863594
Ibiuna Hedge ST Advisory FIC FIM,2021-01-26,-0.0017342961037376747
Ibiuna Hedge ST Advisory FIC FIM,2021-01-27,-0.004440043671850598
Ibiuna Hedge ST Advisory FIC FIM,2021-01-28,0.02279053797774044
Ibiuna Hedge ST Advisory FIC FIM,2021-01-29,0.04110637631483119
Ibiuna Hedge ST Advisory FIC FIM,2021-02-01,0.04117800467004338
Ibiuna Hedge ST Advisory FIC FIM,2021-02-02,0.03865333810559192
Ibiuna Hedge ST Advisory FIC FIM,2021-02-03,0.0355952619806407
Ibiuna Hedge ST Advisory FIC FIM,2021-02-04,0.05979458099474555
Ibiuna Hedge ST Advisory FIC FIM,2021-02-05,0.11664732766158523
Ibiuna Hedge ST Advisory FIC FIM,2021-02-08,0.11171785709374599
Ibiuna Hedge ST Advisory FIC FIM,2021-02-09,0.13521678655704378
Ibiuna Hedge ST Advisory FIC FIM,2021-02-10,0.113620083620156
Ibiuna Hedge ST Advisory FIC FIM,2021-02-11,0.11368656378572767
Ibiuna Hedge ST Advisory FIC FIM,2021-02-12,0.1465460857915449
Ibiuna Hedge ST Advisory FIC FIM,2021-02-17,0.17623853310351234
Ibiuna Hedge ST Advisory FIC FIM,2021-02-18,0.17035597346684017
Ibiuna Hedge ST Advisory FIC FIM,2021-02-19,0.16806823068712526
Ibiuna Hedge ST Advisory FIC FIM,2021-02-22,0.16954940672255314
Ibiuna Hedge ST Advisory FIC FIM,2021-02-23,0.1971402759482791
Ibiuna Hedge ST Advisory FIC FIM,2021-02-24,0.17843634665057545
Ibiuna Hedge ST Advisory FIC FIM,2021-02-25,0.19933909461334526
Ibiuna Hedge ST Advisory FIC FIM,2021-02-26,0.21940861986761376
Ibiuna Hedge ST Advisory FIC FIM,2021-03-01,0.21845460204137276
Ibiuna Hedge ST Advisory FIC FIM,2021-03-02,0.20817708861159903
Ibiuna Hedge ST Advisory FIC FIM,2021-03-03,0.2161074739289221
Ibiuna Hedge ST Advisory FIC FIM,2021-03-04,0.23133564071410345
Ibiuna Hedge ST Advisory FIC FIM,2021-03-05,0.23368631103775056
Ibiuna Hedge ST Advisory FIC FIM,2021-03-08,0.22649115817308108
Ibiuna Hedge ST Advisory FIC FIM,2021-03-09,0.23452752193360843
Ibiuna Hedge ST Advisory FIC FIM,2021-03-10,0.23061098455501736
Ibiuna Hedge ST Advisory FIC FIM,2021-03-11,0.23024044560747417
Ibiuna Hedge ST Advisory FIC FIM,2021-03-12,0.21321524606291928
Ibiuna Hedge ST Advisory FIC FIM,2021-03-15,0.17667100819375403
Ibiuna Hedge ST Advisory FIC FIM,2021-03-16,0.17309506009148526
Ibiuna Hedge ST Advisory FIC FIM,2021-03-17,0.17191320054666115
Ibiuna Hedge ST Advisory FIC FIM,2021-03-18,0.20203340887048615
Ibiuna Hedge ST Advisory FIC FIM,2021-03-19,0.22966905343520344
Ibiuna Hedge ST Advisory FIC FIM,2021-03-22,0.24201610207664795
Ibiuna Hedge ST Advisory FIC FIM,2021-03-23,0.25142259138386047
Ibiuna Hedge ST Advisory FIC FIM,2021-03-24,0.25282887359523704
Ibiuna Hedge ST Advisory FIC FIM,2021-03-25,0.2701274272932123
Ibiuna Hedge ST Advisory FIC FIM,2021-03-26,0.23687858341929838
Ibiuna Hedge ST Advisory FIC FIM,2021-03-29,0.2295735512744658
Ibiuna Hedge ST Advisory FIC FIM,2021-03-30,0.2042098318417317
Ibiuna Hedge ST Advisory FIC FIM,2021-03-31,0.22088983614430435
Ibiuna Hedge ST Advisory FIC FIM,2021-04-01,0.22991429285439827
Ibiuna Hedge ST Advisory FIC FIM,2021-04-05,0.2174699942579958
Ibiuna Hedge ST Advisory FIC FIM,2021-04-06,0.22217251842689867
Ibiuna Hedge ST Advisory FIC FIM,2021-04-07,0.18678344971331348
Ibiuna Hedge ST Advisory FIC FIM,2021-04-08,0.18822664391355765
Ibiuna Hedge ST Advisory FIC FIM,2021-04-09,0.1938379523732091
Ibiuna Hedge ST Advisory FIC FIM,2021-04-12,0.17802484552635675
Ibiuna Hedge ST Advisory FIC FIM,2021-04-13,0.17511785675198177
Ibiuna Hedge ST Advisory FIC FIM,2021-04-14,0.17549140269778477
Ibiuna Hedge ST Advisory FIC FIM,2021-04-15,0.18745540868998442
Ibiuna Hedge ST Advisory FIC FIM,2021-04-16,0.20201366426292447
Ibiuna Hedge ST Advisory FIC FIM,2021-04-19,0.2092933306825298
Ibiuna Hedge ST Advisory FIC FIM,2021-04-20,0.22758553862854994
Ibiuna Hedge ST Advisory FIC FIM,2021-04-22,0.22178235793816212
Ibiuna Hedge ST Advisory FIC FIM,2021-04-23,0.2149761851933632
Ibiuna Hedge ST Advisory FIC FIM,2021-04-26,0.19198201703041912
Ibiuna Hedge ST Advisory FIC FIM,2021-04-27,0.19164141388817124
Ibiuna Hedge ST Advisory FIC FIM,2021-04-28,0.19465370862189982
Ibiuna Hedge ST Advisory FIC FIM,2021-04-29,0.238101123777112
Ibiuna Hedge ST Advisory FIC FIM,2021-04-30,0.23521380247625356
Ibiuna Hedge ST Advisory FIC FIM,2021-05-03,0.2415279835000209
Ibiuna Hedge ST Advisory FIC FIM,2021-05-04,0.25338773682670634
Ibiuna Hedge ST Advisory FIC FIM,2021-05-05,0.23707780849288507
Ibiuna Hedge ST Advisory FIC FIM,2021-05-06,0.2765814596531238
Ibiuna Hedge ST Advisory FIC FIM,2021-05-07,0.2851646711430472
Ibiuna Hedge ST Advisory FIC FIM,2021-05-10,0.2825678685972005
Ibiuna Hedge ST Advisory FIC FIM,2021-05-11,0.27147909246488633
Ibiuna Hedge ST Advisory FIC FIM,2021-05-12,0.2641884205254136
Ibiuna Hedge ST Advisory FIC FIM,2021-05-13,0.2570825431403191
Ibiuna Hedge ST Advisory FIC FIM,2021-05-14,0.2741424449928757
Ibiuna Hedge ST Advisory FIC FIM,2021-05-17,0.23041921548987795
Ibiuna Hedge ST Advisory FIC FIM,2021-05-18,0.22544235382348352
Ibiuna Hedge ST Advisory FIC FIM,2021-05-19,0.22794121003658843
Ibiuna Hedge ST Advisory FIC FIM,2021-05-20,0.24084169545717068
Ibiuna Hedge ST Advisory FIC FIM,2021-05-21,0.24521446504231786
Ibiuna Hedge ST Advisory FIC FIM,2021-05-24,0.27665684490988857
Ibiuna Hedge ST Advisory FIC FIM,2021-05-25,0.2773350366028469
Ibiuna Hedge ST Advisory FIC FIM,2021-05-26,0.27834999534167476
Ibiuna Hedge ST Advisory FIC FIM,2021-05-27,0.28222727112941
Ibiuna Hedge ST Advisory FIC FIM,2021-05-28,0.26894904906328504
Ibiuna Hedge ST Advisory FIC FIM,2021-05-31,0.2720376045995776
Ibiuna Hedge ST Advisory FIC FIM,2021-06-01,0.2696473013134827
Ibiuna Hedge ST Advisory FIC FIM,2021-06-02,0.2285876667977621
Ibiuna Hedge ST Advisory FIC FIM,2021-06-04,0.26434517252353423
Ibiuna Hedge ST Advisory FIC FIM,2021-06-07,0.27188795145992245
Ibiuna Hedge ST Advisory FIC FIM,2021-06-08,0.2739766286376102
Ibiuna Hedge ST Advisory FIC FIM,2021-06-09,0.24016816267259472
Ibiuna Hedge ST Advisory FIC FIM,2021-06-10,0.20443425427149783
Ibiuna Hedge ST Advisory FIC FIM,2021-06-11,0.23727397202204403
Ibiuna Hedge ST Advisory FIC FIM,2021-06-14,0.2629161681641291
Ibiuna Hedge ST Advisory FIC FIM,2021-06-15,0.28105208103743246
Ibiuna Hedge ST Advisory FIC FIM,2021-06-16,0.31129122335686793
Ibiuna Hedge ST Advisory FIC FIM,2021-06-17,0.3176132986266053
Ibiuna Hedge ST Advisory FIC FIM,2021-06-18,0.3163845075922296
Ibiuna Hedge ST Advisory FIC FIM,2021-06-21,0.3239315544715253
Ibiuna Hedge ST Advisory FIC FIM,2021-06-22,0.288412622833017
Ibiuna Hedge ST Advisory FIC FIM,2021-06-23,0.2684185186672346
Ibiuna Hedge ST Advisory FIC FIM,2021-06-24,0.29451386676391966
Ibiuna Hedge ST Advisory FIC FIM,2021-06-25,0.28707349341652894
Ibiuna Hedge ST Advisory FIC FIM,2021-06-28,0.2044218654023588
Ibiuna Hedge ST Advisory FIC FIM,2021-06-29,0.22137517381516725
Ibiuna Hedge ST Advisory FIC FIM,2021-06-30,0.18362468033498233
Ibiuna Hedge ST Advisory FIC FIM,2021-07-01,0.2044916881459093
Ibiuna Hedge ST Advisory FIC FIM,2021-07-02,0.20261897227734862
Ibiuna Hedge ST Advisory FIC FIM,2021-07-05,0.20453287588505575
Ibiuna Hedge ST Advisory FIC FIM,2021-07-06,0.22628878724670787
Ibiuna Hedge ST Advisory FIC FIM,2021-07-07,0.1984510509674797
Ibiuna Hedge ST Advisory FIC FIM,2021-07-08,0.19416481628955565
Ibiuna Hedge ST Advisory FIC FIM,2021-07-12,0.12879401064524204
Ibiuna Hedge ST Advisory FIC FIM,2021-07-13,0.14071879674610385
Ibiuna Hedge ST Advisory FIC FIM,2021-07-14,0.18067525469680784
Ibiuna Hedge ST Advisory FIC FIM,2021-07-15,0.18808707605796363
Ibiuna Hedge ST Advisory FIC FIM,2021-07-16,0.16995056210007023
Ibiuna Hedge ST Advisory FIC FIM,2021-07-19,0.18184867595026744
Ibiuna Hedge ST Advisory FIC FIM,2021-07-20,0.1441476734415527
Ibiuna Hedge ST Advisory FIC FIM,2021-07-21,0.17143469465869454
